Rented Bike Count,Hour,Temperature(Â°C),Humidity(%),Wind speed (m/s),Visibility (10m),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Functioning Day,Day,Month,DayOfWeek,Season_Autumn,Season_Spring,Season_Summer,Season_Winter
28,13.0,7.6,57,2.3,554,0.33,0.0,0.0,1,1,28,2,2,0,0,0,1
17,14.0,5.7,80,3.7,348,0.13,0.0,0.0,1,1,28,2,2,0,0,0,1
7,15.0,4.8,87,2.9,312,0.08,4.5,0.0,1,1,28,2,2,0,0,0,1
9,16.0,4.2,89,2.5,479,0.07,0.0,0.0,1,1,28,2,2,0,0,0,1
8,17.0,3.8,90,2.7,654,0.0,0.0,0.0,1,1,28,2,2,0,0,0,1
11,18.0,3.6,90,2.1,845,0.0,9.5,0.0,1,1,28,2,2,0,0,0,1
19,19.0,2.5,95,1.9,838,0.0,0.0,0.0,1,1,28,2,2,0,0,0,1
8,20.0,2.7,96,1.5,1479,0.0,0.0,0.0,1,1,28,2,2,0,0,0,1
10,21.0,2.4,95,2.5,1349,0.0,9.0,0.0,1,1,28,2,2,0,0,0,1
13,22.0,2.3,96,1.9,1207,0.0,0.0,0.0,1,1,28,2,2,0,0,0,1
23,23.0,1.8,96,1.2,745,0.0,0.0,0.0,1,1,28,2,2,0,0,0,1
71,0.0,2.0,96,1.3,1894,0.0,2.0,0.0,0,1,1,3,3,0,1,0,0
147,1.0,2.1,97,0.2,859,0.0,0.0,0.0,0,1,1,3,3,0,1,0,0
180,2.0,2.0,97,1.0,580,0.0,0.0,0.0,0,1,1,3,3,0,1,0,0
92,3.0,1.6,97,2.3,469,0.0,0.1,0.0,0,1,1,3,3,0,1,0,0
28,4.0,1.6,97,1.1,636,0.0,0.0,0.0,0,1,1,3,3,0,1,0,0
11,5.0,2.2,97,2.9,362,0.0,0.0,0.0,0,1,1,3,3,0,1,0,0
33,6.0,3.0,96,2.7,303,0.0,0.4,0.0,0,1,1,3,3,0,1,0,0
61,7.0,2.6,89,4.3,320,0.0,0.0,0.0,0,1,1,3,3,0,1,0,0
148,8.0,1.5,80,3.2,1246,0.04,0.0,0.0,0,1,1,3,3,0,1,0,0
160,9.0,0.1,78,4.9,615,0.09,0.0,0.0,0,1,1,3,3,0,1,0,0
191,10.0,0.1,53,5.3,1022,1.12,0.0,0.0,0,1,1,3,3,0,1,0,0
239,11.0,0.8,52,4.6,1035,2.2,0.0,0.0,0,1,1,3,3,0,1,0,0
311,12.0,0.5,46,4.7,1172,2.49,0.0,0.0,0,1,1,3,3,0,1,0,0
358,13.0,1.4,37,4.0,1681,2.95,0.0,0.0,0,1,1,3,3,0,1,0,0
375,14.0,1.2,36,6.0,1430,2.86,0.0,0.0,0,1,1,3,3,0,1,0,0
458,15.0,1.6,35,4.5,1567,2.54,0.0,0.0,0,1,1,3,3,0,1,0,0
460,16.0,1.4,33,4.8,1480,1.98,0.0,0.0,0,1,1,3,3,0,1,0,0
423,17.0,0.4,37,5.2,1366,1.23,0.0,0.0,0,1,1,3,3,0,1,0,0
317,18.0,-0.8,40,4.7,1429,0.43,0.0,0.0,0,1,1,3,3,0,1,0,0
231,19.0,-1.7,45,3.3,1375,0.01,0.0,0.0,0,1,1,3,3,0,1,0,0
246,20.0,-2.2,49,3.5,1325,0.0,0.0,0.0,0,1,1,3,3,0,1,0,0
212,21.0,-3.0,50,3.7,1301,0.0,0.0,0.0,0,1,1,3,3,0,1,0,0
190,22.0,-3.6,52,3.7,1277,0.0,0.0,0.0,0,1,1,3,3,0,1,0,0
190,23.0,-4.0,52,3.4,1272,0.0,0.0,0.0,0,1,1,3,3,0,1,0,0
156,0.0,-4.3,53,2.6,1334,0.0,0.0,0.0,1,1,2,3,4,0,1,0,0
108,1.0,-4.6,52,2.1,1372,0.0,0.0,0.0,1,1,2,3,4,0,1,0,0
71,2.0,-5.3,52,1.2,1434,0.0,0.0,0.0,1,1,2,3,4,0,1,0,0
49,3.0,-5.7,50,1.7,1559,0.0,0.0,0.0,1,1,2,3,4,0,1,0,0
47,4.0,-5.8,48,1.5,1552,0.0,0.0,0.0,1,1,2,3,4,0,1,0,0
65,5.0,-6.1,49,1.0,1621,0.0,0.0,0.0,1,1,2,3,4,0,1,0,0
135,6.0,-6.4,50,1.5,1593,0.0,0.0,0.0,1,1,2,3,4,0,1,0,0
401,7.0,-6.6,52,0.5,1555,0.0,0.0,0.0,1,1,2,3,4,0,1,0,0
617,8.0,-6.2,45,0.4,1600,0.17,0.0,0.0,1,1,2,3,4,0,1,0,0
343,9.0,-4.6,34,1.2,1583,0.87,0.0,0.0,1,1,2,3,4,0,1,0,0
274,10.0,-1.8,30,2.1,1608,1.59,0.0,0.0,1,1,2,3,4,0,1,0,0
343,11.0,0.1,30,1.8,1640,2.19,0.0,0.0,1,1,2,3,4,0,1,0,0
388,12.0,1.8,26,2.2,1556,2.61,0.0,0.0,1,1,2,3,4,0,1,0,0
375,13.0,2.3,22,3.1,1627,2.83,0.0,0.0,1,1,2,3,4,0,1,0,0
450,14.0,3.4,23,2.4,1545,2.74,0.0,0.0,1,1,2,3,4,0,1,0,0
463,15.0,4.3,22,1.3,1837,2.48,0.0,0.0,1,1,2,3,4,0,1,0,0
574,16.0,5.2,21,2.1,1721,1.97,0.0,0.0,1,1,2,3,4,0,1,0,0
631,17.0,4.3,21,2.5,1961,1.13,0.0,0.0,1,1,2,3,4,0,1,0,0
854,18.0,3.5,22,0.9,1961,0.43,0.0,0.0,1,1,2,3,4,0,1,0,0
568,19.0,2.0,26,2.3,1985,0.02,0.0,0.0,1,1,2,3,4,0,1,0,0
427,20.0,1.2,35,2.5,1977,0.0,0.0,0.0,1,1,2,3,4,0,1,0,0
396,21.0,1.0,34,1.4,1880,0.0,0.0,0.0,1,1,2,3,4,0,1,0,0
414,22.0,0.5,38,0.9,1907,0.0,0.0,0.0,1,1,2,3,4,0,1,0,0
284,23.0,0.3,38,0.2,1895,0.0,0.0,0.0,1,1,2,3,4,0,1,0,0
218,0.0,0.5,34,0.4,1889,0.0,0.0,0.0,1,1,3,3,5,0,1,0,0
229,1.0,0.6,36,0.4,1933,0.0,0.0,0.0,1,1,3,3,5,0,1,0,0
176,2.0,0.9,35,0.5,1856,0.0,0.0,0.0,1,1,3,3,5,0,1,0,0
149,3.0,0.8,38,0.8,1594,0.0,0.0,0.0,1,1,3,3,5,0,1,0,0
93,4.0,0.6,43,0.9,1599,0.0,0.0,0.0,1,1,3,3,5,0,1,0,0
55,5.0,0.8,39,1.0,1463,0.0,0.0,0.0,1,1,3,3,5,0,1,0,0
71,6.0,0.5,42,0.9,1543,0.0,0.0,0.0,1,1,3,3,5,0,1,0,0
159,7.0,0.1,43,1.4,1502,0.0,0.0,0.0,1,1,3,3,5,0,1,0,0
306,8.0,0.4,38,1.8,1564,0.16,0.0,0.0,1,1,3,3,5,0,1,0,0
329,9.0,2.2,30,1.5,1513,0.81,0.0,0.0,1,1,3,3,5,0,1,0,0
354,10.0,5.1,27,1.2,1563,1.54,0.0,0.0,1,1,3,3,5,0,1,0,0
431,11.0,8.1,21,2.1,1738,2.15,0.0,0.0,1,1,3,3,5,0,1,0,0
605,12.0,10.7,16,1.7,1657,2.56,0.0,0.0,1,1,3,3,5,0,1,0,0
771,13.0,12.2,14,1.6,1896,2.75,0.0,0.0,1,1,3,3,5,0,1,0,0
1025,14.0,14.4,14,1.4,1833,2.66,0.0,0.0,1,1,3,3,5,0,1,0,0
1238,15.0,16.0,14,2.2,1828,2.33,0.0,0.0,1,1,3,3,5,0,1,0,0
1285,16.0,15.8,15,2.6,1867,1.7,0.0,0.0,1,1,3,3,5,0,1,0,0
1197,17.0,15.0,22,2.5,1946,0.96,0.0,0.0,1,1,3,3,5,0,1,0,0
920,18.0,13.9,26,1.9,1995,0.41,0.0,0.0,1,1,3,3,5,0,1,0,0
630,19.0,12.7,32,2.3,2000,0.01,0.0,0.0,1,1,3,3,5,0,1,0,0
631,20.0,11.1,51,3.7,1957,0.0,0.0,0.0,1,1,3,3,5,0,1,0,0
588,21.0,10.3,52,2.2,1843,0.0,0.0,0.0,1,1,3,3,5,0,1,0,0
516,22.0,10.2,49,1.7,1972,0.0,0.0,0.0,1,1,3,3,5,0,1,0,0
215,23.0,9.4,74,1.6,559,0.0,0.0,0.0,1,1,3,3,5,0,1,0,0
161,0.0,8.5,87,0.9,303,0.0,0.0,0.0,1,1,4,3,6,0,1,0,0
118,1.0,8.3,91,0.1,282,0.0,0.0,0.0,1,1,4,3,6,0,1,0,0
95,2.0,8.3,95,0.3,243,0.0,0.0,0.0,1,1,4,3,6,0,1,0,0
90,3.0,8.5,96,0.4,238,0.0,0.1,0.0,1,1,4,3,6,0,1,0,0
34,4.0,8.8,95,0.2,218,0.0,0.0,0.0,1,1,4,3,6,0,1,0,0
15,5.0,8.8,96,1.2,196,0.0,0.0,0.0,1,1,4,3,6,0,1,0,0
20,6.0,8.6,96,0.7,224,0.0,0.2,0.0,1,1,4,3,6,0,1,0,0
23,7.0,8.4,97,2.6,122,0.0,0.0,0.0,1,1,4,3,6,0,1,0,0
70,8.0,8.3,97,0.6,152,0.01,0.0,0.0,1,1,4,3,6,0,1,0,0
157,9.0,8.8,97,1.3,196,0.2,0.2,0.0,1,1,4,3,6,0,1,0,0
239,10.0,9.8,90,0.8,335,0.64,0.0,0.0,1,1,4,3,6,0,1,0,0
273,11.0,10.1,88,0.7,453,0.34,0.0,0.0,1,1,4,3,6,0,1,0,0
358,12.0,10.7,85,0.9,393,0.52,0.0,0.0,1,1,4,3,6,0,1,0,0
429,13.0,10.8,84,1.2,400,0.44,0.0,0.0,1,1,4,3,6,0,1,0,0
475,14.0,11.2,83,1.1,518,0.45,0.0,0.0,1,1,4,3,6,0,1,0,0
468,15.0,11.7,81,1.2,616,0.53,0.0,0.0,1,1,4,3,6,0,1,0,0
396,16.0,11.7,82,1.1,753,0.32,0.0,0.0,1,1,4,3,6,0,1,0,0
492,17.0,11.8,82,1.7,990,0.4,0.0,0.0,1,1,4,3,6,0,1,0,0
436,18.0,11.5,81,1.5,1475,0.07,0.0,0.0,1,1,4,3,6,0,1,0,0
289,19.0,11.2,81,2.3,1614,0.0,0.0,0.0,1,1,4,3,6,0,1,0,0
26,20.0,11.3,80,1.2,1978,0.0,0.0,0.0,1,1,4,3,6,0,1,0,0
7,21.0,10.6,89,2.1,606,0.0,2.0,0.0,1,1,4,3,6,0,1,0,0
8,22.0,9.6,92,2.5,721,0.0,0.0,0.0,1,1,4,3,6,0,1,0,0
9,23.0,8.7,91,2.9,957,0.0,0.0,0.0,1,1,4,3,6,0,1,0,0
22,0.0,7.6,88,2.5,1974,0.0,9.0,0.0,1,1,5,3,0,0,1,0,0
23,1.0,7.0,88,2.5,2000,0.0,0.0,0.0,1,1,5,3,0,0,1,0,0
9,2.0,6.3,89,2.2,1456,0.0,0.0,0.0,1,1,5,3,0,0,1,0,0
2,3.0,5.7,92,2.0,458,0.0,1.5,0.0,1,1,5,3,0,0,1,0,0
4,4.0,5.1,90,2.6,1005,0.0,0.0,0.0,1,1,5,3,0,0,1,0,0
22,5.0,4.7,89,2.3,1242,0.0,0.0,0.0,1,1,5,3,0,0,1,0,0
20,6.0,4.2,87,2.0,1979,0.0,2.0,0.0,1,1,5,3,0,0,1,0,0
85,7.0,3.8,87,2.2,2000,0.0,0.0,0.0,1,1,5,3,0,0,1,0,0
184,8.0,3.6,88,2.3,2000,0.03,0.0,0.0,1,1,5,3,0,0,1,0,0
211,9.0,3.7,85,1.8,2000,0.17,0.0,0.0,1,1,5,3,0,0,1,0,0
232,10.0,4.4,80,1.8,2000,0.56,0.0,0.0,1,1,5,3,0,0,1,0,0
322,11.0,6.1,66,1.9,2000,1.42,0.0,0.0,1,1,5,3,0,0,1,0,0
438,12.0,7.6,58,2.4,2000,1.85,0.0,0.0,1,1,5,3,0,0,1,0,0
465,13.0,8.3,51,2.0,2000,1.42,0.0,0.0,1,1,5,3,0,0,1,0,0
550,14.0,10.0,44,1.9,2000,2.46,0.0,0.0,1,1,5,3,0,0,1,0,0
637,15.0,10.3,43,2.5,2000,2.45,0.0,0.0,1,1,5,3,0,0,1,0,0
718,16.0,11.0,39,1.2,2000,1.96,0.0,0.0,1,1,5,3,0,0,1,0,0
865,17.0,10.0,43,1.4,2000,1.12,0.0,0.0,1,1,5,3,0,0,1,0,0
1155,18.0,8.1,47,1.7,2000,0.34,0.0,0.0,1,1,5,3,0,0,1,0,0
782,19.0,5.8,53,1.7,2000,0.02,0.0,0.0,1,1,5,3,0,0,1,0,0
578,20.0,4.3,57,1.3,2000,0.0,0.0,0.0,1,1,5,3,0,0,1,0,0
533,21.0,3.1,59,1.5,2000,0.0,0.0,0.0,1,1,5,3,0,0,1,0,0
466,22.0,2.3,63,1.0,2000,0.0,0.0,0.0,1,1,5,3,0,0,1,0,0
274,23.0,1.9,60,1.3,2000,0.0,0.0,0.0,1,1,5,3,0,0,1,0,0
224,0.0,1.3,69,0.8,2000,0.0,0.0,0.0,1,1,6,3,1,0,1,0,0
188,1.0,0.8,67,0.8,2000,0.0,0.0,0.0,1,1,6,3,1,0,1,0,0
122,2.0,0.3,71,0.9,1999,0.0,0.0,0.0,1,1,6,3,1,0,1,0,0
82,3.0,0.1,71,0.4,2000,0.0,0.0,0.0,1,1,6,3,1,0,1,0,0
79,4.0,-0.5,75,0.6,1967,0.0,0.0,0.0,1,1,6,3,1,0,1,0,0
80,5.0,-0.9,78,0.6,1687,0.0,0.0,0.0,1,1,6,3,1,0,1,0,0
214,6.0,-1.0,77,0.4,1578,0.0,0.0,0.0,1,1,6,3,1,0,1,0,0
583,7.0,-1.0,78,0.6,1484,0.0,0.0,0.0,1,1,6,3,1,0,1,0,0
997,8.0,-0.7,76,1.0,1461,0.2,0.0,0.0,1,1,6,3,1,0,1,0,0
556,9.0,1.2,62,0.8,1338,0.85,0.0,0.0,1,1,6,3,1,0,1,0,0
380,10.0,3.7,51,1.3,1596,1.56,0.0,0.0,1,1,6,3,1,0,1,0,0
475,11.0,6.3,41,1.3,1519,2.12,0.0,0.0,1,1,6,3,1,0,1,0,0
504,12.0,8.5,34,1.9,1876,2.55,0.0,0.0,1,1,6,3,1,0,1,0,0
528,13.0,9.3,27,2.2,1816,2.65,0.0,0.0,1,1,6,3,1,0,1,0,0
567,14.0,9.2,27,2.9,1880,2.32,0.0,0.0,1,1,6,3,1,0,1,0,0
616,15.0,10.1,24,1.8,1839,2.12,0.0,0.0,1,1,6,3,1,0,1,0,0
680,16.0,10.6,26,1.9,1955,1.75,0.0,0.0,1,1,6,3,1,0,1,0,0
883,17.0,10.2,27,2.8,1826,1.22,0.0,0.0,1,1,6,3,1,0,1,0,0
1246,18.0,8.7,28,3.2,2000,0.49,0.0,0.0,1,1,6,3,1,0,1,0,0
833,19.0,7.1,30,2.7,2000,0.02,0.0,0.0,1,1,6,3,1,0,1,0,0
666,20.0,6.1,31,2.8,2000,0.0,0.0,0.0,1,1,6,3,1,0,1,0,0
625,21.0,5.5,33,3.2,1995,0.0,0.0,0.0,1,1,6,3,1,0,1,0,0
514,22.0,4.5,40,1.3,1871,0.0,0.0,0.0,1,1,6,3,1,0,1,0,0
361,23.0,3.5,44,0.9,1905,0.0,0.0,0.0,1,1,6,3,1,0,1,0,0
289,0.0,2.8,45,1.7,1493,0.0,0.0,0.0,1,1,7,3,2,0,1,0,0
194,1.0,2.8,46,2.0,1709,0.0,0.0,0.0,1,1,7,3,2,0,1,0,0
134,2.0,2.6,50,1.3,1962,0.0,0.0,0.0,1,1,7,3,2,0,1,0,0
92,3.0,2.7,55,1.5,1989,0.0,0.0,0.0,1,1,7,3,2,0,1,0,0
49,4.0,2.6,61,1.7,1998,0.0,0.0,0.0,1,1,7,3,2,0,1,0,0
97,5.0,2.5,63,1.3,1987,0.0,0.0,0.0,1,1,7,3,2,0,1,0,0
232,6.0,2.4,65,1.8,1989,0.0,0.0,0.0,1,1,7,3,2,0,1,0,0
598,7.0,2.2,65,1.9,2000,0.0,0.0,0.0,1,1,7,3,2,0,1,0,0
1032,8.0,2.6,63,1.6,1857,0.14,0.0,0.0,1,1,7,3,2,0,1,0,0
566,9.0,3.8,58,2.0,1785,0.49,0.0,0.0,1,1,7,3,2,0,1,0,0
410,10.0,5.2,52,1.5,1808,0.74,0.0,0.0,1,1,7,3,2,0,1,0,0
441,11.0,8.0,43,1.7,1909,1.74,0.0,0.0,1,1,7,3,2,0,1,0,0
550,12.0,9.6,39,1.8,1982,2.09,0.0,0.0,1,1,7,3,2,0,1,0,0
509,13.0,9.9,39,1.9,1911,1.61,0.0,0.0,1,1,7,3,2,0,1,0,0
505,14.0,9.8,38,0.9,1908,0.93,0.0,0.0,1,1,7,3,2,0,1,0,0
620,15.0,10.2,34,2.3,1919,1.19,0.0,0.0,1,1,7,3,2,0,1,0,0
646,16.0,10.4,36,3.2,1963,1.02,0.0,0.0,1,1,7,3,2,0,1,0,0
849,17.0,10.4,37,1.0,2000,0.67,0.0,0.0,1,1,7,3,2,0,1,0,0
1365,18.0,9.6,42,2.0,2000,0.14,0.0,0.0,1,1,7,3,2,0,1,0,0
799,19.0,8.9,44,2.3,2000,0.0,0.0,0.0,1,1,7,3,2,0,1,0,0
587,20.0,8.5,46,1.0,1977,0.0,0.0,0.0,1,1,7,3,2,0,1,0,0
411,21.0,7.9,56,1.4,1975,0.0,0.0,0.0,1,1,7,3,2,0,1,0,0
147,22.0,7.2,60,1.4,1928,0.0,0.0,0.0,1,1,7,3,2,0,1,0,0
48,23.0,6.0,79,2.0,918,0.0,0.0,0.0,1,1,7,3,2,0,1,0,0
49,0.0,5.2,83,1.5,733,0.0,0.5,0.0,1,1,8,3,3,0,1,0,0
23,1.0,4.7,86,0.7,717,0.0,0.0,0.0,1,1,8,3,3,0,1,0,0
19,2.0,4.2,88,0.9,553,0.0,0.0,0.0,1,1,8,3,3,0,1,0,0
12,3.0,3.8,90,0.8,448,0.0,2.0,0.0,1,1,8,3,3,0,1,0,0
8,4.0,3.3,90,1.3,682,0.0,0.0,0.0,1,1,8,3,3,0,1,0,0
17,5.0,3.1,90,1.2,974,0.0,0.0,0.0,1,1,8,3,3,0,1,0,0
32,6.0,3.1,89,0.2,903,0.0,1.5,0.0,1,1,8,3,3,0,1,0,0
64,7.0,3.0,90,0.7,578,0.0,0.0,0.0,1,1,8,3,3,0,1,0,0
88,8.0,3.0,94,0.3,444,0.01,0.0,0.0,1,1,8,3,3,0,1,0,0
100,9.0,3.4,90,1.5,386,0.21,0.5,0.0,1,1,8,3,3,0,1,0,0
165,10.0,3.6,88,2.6,681,0.44,0.0,0.0,1,1,8,3,3,0,1,0,0
290,11.0,4.5,82,2.0,1226,0.73,0.0,0.0,1,1,8,3,3,0,1,0,0
375,12.0,5.6,72,3.0,1700,0.89,0.0,0.0,1,1,8,3,3,0,1,0,0
405,13.0,6.7,65,3.2,1651,1.76,0.0,0.0,1,1,8,3,3,0,1,0,0
452,14.0,7.7,62,2.4,1758,1.64,0.0,0.0,1,1,8,3,3,0,1,0,0
555,15.0,9.2,53,3.3,1896,2.23,0.0,0.0,1,1,8,3,3,0,1,0,0
594,16.0,9.5,56,3.1,994,1.1,0.0,0.0,1,1,8,3,3,0,1,0,0
757,17.0,7.5,64,4.3,538,0.88,0.0,0.0,1,1,8,3,3,0,1,0,0
1091,18.0,5.9,68,3.4,543,0.38,0.0,0.0,1,1,8,3,3,0,1,0,0
683,19.0,4.5,72,2.7,529,0.03,0.0,0.0,1,1,8,3,3,0,1,0,0
586,20.0,3.3,74,2.6,494,0.0,0.0,0.0,1,1,8,3,3,0,1,0,0
533,21.0,3.1,74,3.2,465,0.0,0.0,0.0,1,1,8,3,3,0,1,0,0
498,22.0,2.8,74,2.1,469,0.0,0.0,0.0,1,1,8,3,3,0,1,0,0
315,23.0,2.8,73,1.8,468,0.0,0.0,0.0,1,1,8,3,3,0,1,0,0
272,0.0,3.0,72,2.3,473,0.0,0.0,0.0,1,1,9,3,4,0,1,0,0
228,1.0,2.8,73,2.6,413,0.0,0.0,0.0,1,1,9,3,4,0,1,0,0
155,2.0,2.8,74,1.2,415,0.0,0.0,0.0,1,1,9,3,4,0,1,0,0
105,3.0,2.7,75,0.7,417,0.0,0.0,0.0,1,1,9,3,4,0,1,0,0
66,4.0,2.5,76,1.0,403,0.0,0.0,0.0,1,1,9,3,4,0,1,0,0
88,5.0,2.5,76,0.7,544,0.0,0.0,0.0,1,1,9,3,4,0,1,0,0
195,6.0,2.5,71,1.1,1055,0.0,0.0,0.0,1,1,9,3,4,0,1,0,0
574,7.0,1.6,76,0.7,1024,0.0,0.0,0.0,1,1,9,3,4,0,1,0,0
1041,8.0,1.8,67,0.7,1917,0.19,0.0,0.0,1,1,9,3,4,0,1,0,0
570,9.0,3.5,60,1.3,1969,0.71,0.0,0.0,1,1,9,3,4,0,1,0,0
361,10.0,4.8,54,1.3,1921,0.78,0.0,0.0,1,1,9,3,4,0,1,0,0
444,11.0,5.9,51,0.7,1866,0.91,0.0,0.0,1,1,9,3,4,0,1,0,0
510,12.0,6.8,51,1.0,1617,1.13,0.0,0.0,1,1,9,3,4,0,1,0,0
509,13.0,7.5,44,2.0,1526,1.24,0.0,0.0,1,1,9,3,4,0,1,0,0
542,14.0,8.0,42,1.5,1690,1.24,0.0,0.0,1,1,9,3,4,0,1,0,0
611,15.0,7.7,51,2.9,670,0.94,0.0,0.0,1,1,9,3,4,0,1,0,0
686,16.0,9.6,38,1.7,1052,1.71,0.0,0.0,1,1,9,3,4,0,1,0,0
834,17.0,8.9,46,1.8,789,1.0,0.0,0.0,1,1,9,3,4,0,1,0,0
1231,18.0,7.0,55,2.0,705,0.35,0.0,0.0,1,1,9,3,4,0,1,0,0
718,19.0,5.4,60,3.9,990,0.02,0.0,0.0,1,1,9,3,4,0,1,0,0
535,20.0,4.3,67,1.1,1125,0.0,0.0,0.0,1,1,9,3,4,0,1,0,0
537,21.0,3.5,69,1.4,1177,0.0,0.0,0.0,1,1,9,3,4,0,1,0,0
521,22.0,2.9,69,1.2,1179,0.0,0.0,0.0,1,1,9,3,4,0,1,0,0
309,23.0,2.5,72,1.5,1071,0.0,0.0,0.0,1,1,9,3,4,0,1,0,0
328,0.0,2.1,74,1.4,970,0.0,0.0,0.0,1,1,10,3,5,0,1,0,0
305,1.0,2.0,75,1.0,658,0.0,0.0,0.0,1,1,10,3,5,0,1,0,0
241,2.0,1.6,79,0.9,685,0.0,0.0,0.0,1,1,10,3,5,0,1,0,0
139,3.0,1.3,80,0.6,705,0.0,0.0,0.0,1,1,10,3,5,0,1,0,0
91,4.0,0.9,81,0.6,620,0.0,0.0,0.0,1,1,10,3,5,0,1,0,0
79,5.0,0.8,80,0.3,565,0.0,0.0,0.0,1,1,10,3,5,0,1,0,0
74,6.0,1.1,78,1.1,538,0.0,0.0,0.0,1,1,10,3,5,0,1,0,0
208,7.0,0.9,78,1.1,535,0.0,0.0,0.0,1,1,10,3,5,0,1,0,0
340,8.0,1.5,73,1.2,466,0.11,0.0,0.0,1,1,10,3,5,0,1,0,0
381,9.0,2.7,71,1.3,418,0.3,0.0,0.0,1,1,10,3,5,0,1,0,0
416,10.0,3.5,65,2.4,539,0.87,0.0,0.0,1,1,10,3,5,0,1,0,0
497,11.0,5.7,58,2.3,700,2.08,0.0,0.0,1,1,10,3,5,0,1,0,0
650,12.0,7.1,50,2.2,909,2.47,0.0,0.0,1,1,10,3,5,0,1,0,0
757,13.0,8.2,42,3.1,1261,2.66,0.0,0.0,1,1,10,3,5,0,1,0,0
906,14.0,9.2,38,2.6,1377,2.53,0.0,0.0,1,1,10,3,5,0,1,0,0
931,15.0,8.1,36,4.7,1964,2.23,0.0,0.0,1,1,10,3,5,0,1,0,0
972,16.0,8.3,37,3.8,1867,1.73,0.0,0.0,1,1,10,3,5,0,1,0,0
829,17.0,7.7,46,2.8,1635,1.05,0.0,0.0,1,1,10,3,5,0,1,0,0
664,18.0,6.2,61,3.2,1411,0.4,0.0,0.0,1,1,10,3,5,0,1,0,0
573,19.0,5.3,67,2.6,1314,0.02,0.0,0.0,1,1,10,3,5,0,1,0,0
447,20.0,5.2,69,1.8,1196,0.0,0.0,0.0,1,1,10,3,5,0,1,0,0
470,21.0,5.0,73,2.2,1173,0.0,0.0,0.0,1,1,10,3,5,0,1,0,0
421,22.0,5.0,75,2.2,1084,0.0,0.0,0.0,1,1,10,3,5,0,1,0,0
345,23.0,5.1,75,1.4,950,0.0,0.0,0.0,1,1,10,3,5,0,1,0,0
376,0.0,5.1,77,1.9,718,0.0,0.0,0.0,1,1,11,3,6,0,1,0,0
222,1.0,4.8,80,1.3,583,0.0,0.0,0.0,1,1,11,3,6,0,1,0,0
171,2.0,4.7,78,1.5,466,0.0,0.0,0.0,1,1,11,3,6,0,1,0,0
115,3.0,4.4,80,1.6,393,0.0,0.0,0.0,1,1,11,3,6,0,1,0,0
80,4.0,4.2,81,1.3,333,0.0,0.0,0.0,1,1,11,3,6,0,1,0,0
45,5.0,3.9,85,1.6,264,0.0,0.0,0.0,1,1,11,3,6,0,1,0,0
63,6.0,3.4,85,1.5,234,0.0,0.0,0.0,1,1,11,3,6,0,1,0,0
119,7.0,2.9,84,1.9,241,0.0,0.0,0.0,1,1,11,3,6,0,1,0,0
212,8.0,2.8,82,1.2,240,0.19,0.0,0.0,1,1,11,3,6,0,1,0,0
289,9.0,3.9,77,2.0,263,0.65,0.0,0.0,1,1,11,3,6,0,1,0,0
394,10.0,5.9,69,2.6,330,1.43,0.0,0.0,1,1,11,3,6,0,1,0,0
425,11.0,7.6,54,1.6,430,2.06,0.0,0.0,1,1,11,3,6,0,1,0,0
666,12.0,9.2,40,2.6,592,2.47,0.0,0.0,1,1,11,3,6,0,1,0,0
843,13.0,10.3,31,2.1,885,2.67,0.0,0.0,1,1,11,3,6,0,1,0,0
1154,14.0,11.6,20,2.7,1647,2.69,0.0,0.0,1,1,11,3,6,0,1,0,0
1294,15.0,11.9,26,2.8,1338,2.34,0.0,0.0,1,1,11,3,6,0,1,0,0
1205,16.0,11.9,25,2.7,1424,1.83,0.0,0.0,1,1,11,3,6,0,1,0,0
1028,17.0,11.1,25,2.0,1765,1.19,0.0,0.0,1,1,11,3,6,0,1,0,0
776,18.0,9.4,22,2.9,1995,0.55,0.0,0.0,1,1,11,3,6,0,1,0,0
596,19.0,7.8,28,1.9,1982,0.04,0.0,0.0,1,1,11,3,6,0,1,0,0
530,20.0,6.7,32,1.9,1722,0.0,0.0,0.0,1,1,11,3,6,0,1,0,0
533,21.0,5.7,34,1.0,1520,0.0,0.0,0.0,1,1,11,3,6,0,1,0,0
419,22.0,5.3,31,2.3,1842,0.0,0.0,0.0,1,1,11,3,6,0,1,0,0
288,23.0,4.2,34,1.7,1476,0.0,0.0,0.0,1,1,11,3,6,0,1,0,0
222,0.0,3.5,46,1.1,1040,0.0,0.0,0.0,1,1,12,3,0,0,1,0,0
163,1.0,2.9,51,0.8,1119,0.0,0.0,0.0,1,1,12,3,0,0,1,0,0
95,2.0,2.7,46,0.4,1363,0.0,0.0,0.0,1,1,12,3,0,0,1,0,0
60,3.0,2.3,48,0.8,1448,0.0,0.0,0.0,1,1,12,3,0,0,1,0,0
47,4.0,2.8,52,0.6,1249,0.0,0.0,0.0,1,1,12,3,0,0,1,0,0
106,5.0,3.3,53,0.4,1208,0.0,0.0,0.0,1,1,12,3,0,0,1,0,0
261,6.0,2.8,57,0.7,920,0.0,0.0,0.0,1,1,12,3,0,0,1,0,0
662,7.0,3.0,53,0.5,1094,0.0,0.0,0.0,1,1,12,3,0,0,1,0,0
1066,8.0,3.8,47,0.8,1229,0.06,0.0,0.0,1,1,12,3,0,0,1,0,0
